distribution_center_id,distribution_center_name,warehouse_type,region,city,country,manager_id,product_id,storage_type,inventory_units,storage_capacity_units,occupied_capacity_units,utilization_pct,inbound_shipments,outbound_shipments,orders_processed,avg_processing_time_hours,dock_doors,employees,operating_shift,status,record_date,on_time_dispatch_pct,damaged_units,stockout_flag,last_inventory_audit_date
DC0013,Distribution Center 13,Cross-Dock Center,East,Guwahati,India,MGR0012,P00110,Frozen,5021,80907,57053,70.52,17,74,242,2.51,21,142,Night,Active,2025-07-13,76.91,38,No,2025-06-26
DC0026,Distribution Center 26,Cold Storage DC,North,Chandigarh,India,MGR0048,P00176,Cold,11837,32380,9406,29.05,38,31,448,4.1,36,478,Night,Maintenance,2025-07-13,88.42,40,No,2025-06-13
DC0028,Distribution Center 28,Fulfillment Center,East,Bhubaneswar,India,MGR0023,P00036,Ambient,7358,56426,48189,85.4,30,22,85,5.15,32,194,Morning,Temporarily Closed,2025-07-13,73.06,26,No,2025-06-18
DC0028,Distribution Center 28,Regional DC,East,Bhubaneswar,India,MGR0014,P00164,Ambient,2620,108454,49289,45.45,33,15,163,15.22,45,490,Evening,Active,2025-07-13,89.49,3,No,2025-06-16
DC0029,Distribution Center 29,Fulfillment Center,West,Pune,India,MGR0093,P00152,Frozen,22514,140031,75022,53.58,65,64,5,14.65,34,345,Night,Maintenance,2025-07-13,80.45,25,No,2025-07-12
DC0001,Distribution Center 01,Cross-Dock Center,North,Delhi,India,MGR0095,P00014,Ambient,11977,84721,79937,94.35,38,41,395,6.79,21,255,Night,Temporarily Closed,2025-07-14,78.55,23,No,2025-07-04
DC0001,Distribution Center 01,Cold Storage DC,North,Delhi,India,MGR0054,P00177,Hazardous,12470,58525,21486,36.71,67,78,146,17.46,16,48,Night,Maintenance,2025-07-14,74.75,32,No,2025-06-28
DC0001,Distribution Center 01,Cold Storage DC,North,Delhi,India,MGR0056,P00224,Ambient,2664,55423,39710,71.65,32,71,138,23.73,22,374,Evening,Maintenance,2025-07-14,83.73,48,No,2025-06-25
DC0002,Distribution Center 02,Cold Storage DC,South,Chennai,India,MGR0095,P00013,Ambient,6257,118400,71269,60.19,77,69,200,9.09,17,206,Night,Active,2025-07-14,81.66,5,No,2025-06-26
DC0002,Distribution Center 02,Cold Storage DC,South,Chennai,India,MGR0003,P00140,Frozen,22243,83045,26523,31.94,21,75,89,12.35,38,40,Evening,Active,2025-07-14,76.85,46,No,2025-07-03
DC0002,Distribution Center 02,Fulfillment Center,South,Chennai,India,MGR0039,P00210,Cold,8057,119426,64649,54.13,50,11,318,15.08,7,51,Morning,Active,2025-07-14,90.25,32,No,2025-07-09
DC0003,Distribution Center 03,Cold Storage DC,East,Kolkata,India,MGR0065,P00121,Ambient,22236,148582,111437,75.0,61,89,443,9.89,34,206,Evening,Temporarily Closed,2025-07-14,75.1,26,No,2025-07-07
DC0009,Distribution Center 09,Cross-Dock Center,West,Pune,India,MGR0019,P00100,Ambient,10826,88626,34927,39.41,55,99,287,12.84,36,60,Night,Maintenance,2025-07-14,74.75,40,No,2025-07-13
DC0009,Distribution Center 09,Cold Storage DC,West,Pune,India,MGR0053,P00167,Ambient,13481,47996,13013,27.11,10,82,33,18.23,24,494,Night,Temporarily Closed,2025-07-14,72.2,0,No,2025-06-16
DC0001,Distribution Center 01,Fulfillment Center,North,Delhi,India,MGR0078,P00009,Ambient,10556,64218,43890,68.35,55,52,109,23.61,22,328,Evening,Active,2025-07-15,74.78,19,No,2025-06-25
DC0001,Distribution Center 01,Cold Storage DC,North,Delhi,India,MGR0087,P00185,Cold,7138,117986,31426,26.64,76,60,28,13.28,11,402,Evening,Active,2025-07-15,90.86,27,No,2025-06-23
DC0001,Distribution Center 01,Fulfillment Center,North,Delhi,India,MGR0003,P00209,Hazardous,2386,96651,64660,66.9,40,0,244,17.14,33,45,Morning,Maintenance,2025-07-15,79.7,18,No,2025-06-29
DC0005,Distribution Center 05,Regional DC,Central,Bhopal,India,MGR0098,P00041,Ambient,24742,55507,50728,91.39,9,80,38,4.55,41,480,Evening,Temporarily Closed,2025-07-15,75.43,35,No,2025-06-19
DC0005,Distribution Center 05,Cold Storage DC,Central,Bhopal,India,MGR0011,P00096,Frozen,19109,81042,64410,79.48,54,71,461,10.54,34,96,Night,Active,2025-07-15,95.31,32,No,2025-06-20
DC0007,Distribution Center 07,Regional DC,South,Bengaluru,India,MGR0030,P00127,Ambient,1066,80893,39781,49.18,50,25,496,20.33,11,42,Morning,Temporarily Closed,2025-07-15,83.87,40,No,2025-07-14
DC0011,Distribution Center 11,Cross-Dock Center,North,Jaipur,India,MGR0026,P00236,Ambient,23149,145151,49033,33.78,67,52,359,6.48,34,471,Morning,Active,2025-07-15,95.28,47,No,2025-06-19
DC0019,Distribution Center 19,Fulfillment Center,West,Surat,India,MGR0079,P00099,Ambient,4199,90218,86087,95.42,53,90,343,9.24,22,115,Night,Maintenance,2025-07-15,95.03,3,No,2025-06-20
DC0023,Distribution Center 23,Regional DC,East,Kolkata,India,MGR0047,P00005,Ambient,15515,148783,47130,31.68,55,7,391,1.96,33,408,Morning,Active,2025-07-15,79.87,10,No,2025-07-10
DC0007,Distribution Center 07,Fulfillment Center,South,Bengaluru,India,MGR0055,P00040,Ambient,17451,133030,110556,83.11,30,82,282,11.45,45,155,Evening,Temporarily Closed,2025-07-16,81.98,32,No,2025-07-03
DC0013,Distribution Center 13,Cross-Dock Center,East,Guwahati,India,MGR0042,P00028,Ambient,15782,44239,31210,70.55,70,43,206,2.93,32,273,Evening,Temporarily Closed,2025-07-16,82.62,34,No,2025-07-09
DC0014,Distribution Center 14,Fulfillment Center,West,Ahmedabad,India,MGR0030,P00024,Ambient,22102,126060,59751,47.4,68,27,266,6.0,8,252,Night,Active,2025-07-16,76.1,9,No,2025-06-20
DC0017,Distribution Center 17,Fulfillment Center,South,Kochi,India,MGR0006,P00052,Ambient,11305,140648,69715,49.57,54,77,359,22.83,21,177,Evening,Temporarily Closed,2025-07-16,97.72,33,No,2025-07-13
DC0018,Distribution Center 18,Regional DC,East,Patna,India,MGR0025,P00161,Ambient,23577,144055,40637,28.21,64,84,273,21.71,4,38,Morning,Maintenance,2025-07-16,73.93,18,No,2025-06-27
DC0019,Distribution Center 19,Cross-Dock Center,West,Surat,India,MGR0041,P00045,Ambient,12358,79018,35966,45.52,49,93,386,8.58,34,412,Morning,Active,2025-07-16,75.81,31,No,2025-07-09
DC0027,Distribution Center 27,Regional DC,South,Bengaluru,India,MGR0017,P00131,Cold,21342,101873,94321,92.59,46,0,27,5.58,13,290,Evening,Active,2025-07-16,84.72,47,No,2025-07-10
DC0027,Distribution Center 27,Fulfillment Center,South,Bengaluru,India,MGR0086,P00149,Ambient,23864,63091,27179,43.08,60,26,82,15.04,24,64,Night,Maintenance,2025-07-16,86.64,48,No,2025-07-11
DC0027,Distribution Center 27,Cold Storage DC,South,Bengaluru,India,MGR0096,P00149,Ambient,15958,60934,47048,77.21,74,57,488,18.97,42,453,Night,Temporarily Closed,2025-07-16,90.22,36,No,2025-07-03
DC0028,Distribution Center 28,Cold Storage DC,East,Bhubaneswar,India,MGR0075,P00191,Hazardous,1301,127151,37115,29.19,27,81,12,13.41,23,247,Evening,Maintenance,2025-07-16,89.82,48,No,2025-07-03
DC0003,Distribution Center 03,Cross-Dock Center,East,Kolkata,India,MGR0043,P00185,Ambient,21738,94219,69259,73.51,17,29,65,6.0,29,182,Morning,Active,2025-07-17,86.41,29,No,2025-07-11
DC0003,Distribution Center 03,Cold Storage DC,East,Kolkata,India,MGR0027,P00221,Ambient,6943,104448,30772,29.46,43,25,309,1.91,47,417,Night,Temporarily Closed,2025-07-17,88.54,40,No,2025-07-04
DC0005,Distribution Center 05,Cold Storage DC,Central,Bhopal,India,MGR0084,P00010,Ambient,12536,20567,12768,62.08,72,74,278,6.63,20,89,Evening,Active,2025-07-17,76.98,20,No,2025-07-13
DC0016,Distribution Center 16,Cross-Dock Center,North,Lucknow,India,MGR0008,P00081,Ambient,22151,43346,13321,30.73,65,68,88,21.67,19,25,Evening,Active,2025-07-17,79.14,5,No,2025-07-17
DC0029,Distribution Center 29,Cold Storage DC,West,Pune,India,MGR0080,P00132,Ambient,18682,73559,35177,47.82,20,4,463,23.92,48,376,Morning,Maintenance,2025-07-17,85.89,42,No,2025-07-12
DC0006,Distribution Center 06,Fulfillment Center,North,Chandigarh,India,MGR0064,P00109,Ambient,3332,45301,15430,34.06,6,94,37,2.01,43,228,Morning,Maintenance,2025-07-18,87.04,35,No,2025-07-01
DC0007,Distribution Center 07,Fulfillment Center,South,Bengaluru,India,MGR0076,P00225,Ambient,13814,21832,19223,88.05,38,51,129,23.03,24,128,Evening,Active,2025-07-18,92.3,23,No,2025-07-04
DC0011,Distribution Center 11,Regional DC,North,Jaipur,India,MGR0034,P00104,Cold,17905,103035,74286,72.1,55,75,376,8.84,40,198,Night,Temporarily Closed,2025-07-18,75.34,43,No,2025-07-08
DC0012,Distribution Center 12,Cold Storage DC,South,Hyderabad,India,MGR0059,P00028,Cold,19720,52042,39257,75.43,31,29,233,22.12,32,489,Morning,Maintenance,2025-07-18,97.38,4,No,2025-06-27
DC0014,Distribution Center 14,Regional DC,West,Ahmedabad,India,MGR0055,P00108,Ambient,241,124026,32661,26.33,45,10,378,19.55,39,29,Morning,Maintenance,2025-07-18,93.35,32,Yes,2025-06-21
DC0015,Distribution Center 15,Regional DC,Central,Indore,India,MGR0012,P00015,Ambient,4906,24352,13218,54.28,76,85,16,18.09,46,372,Morning,Active,2025-07-18,74.19,10,No,2025-06-20
DC0015,Distribution Center 15,Cold Storage DC,Central,Indore,India,MGR0056,P00221,Ambient,11926,80678,69575,86.24,13,65,184,2.44,20,340,Night,Active,2025-07-18,82.15,49,No,2025-06-28
DC0019,Distribution Center 19,Regional DC,West,Surat,India,MGR0037,P00119,Ambient,14353,47024,32616,69.36,25,54,251,11.81,33,398,Evening,Active,2025-07-18,75.79,43,No,2025-06-29
DC0028,Distribution Center 28,Cold Storage DC,East,Bhubaneswar,India,MGR0029,P00181,Ambient,17899,102034,94400,92.52,31,9,377,14.68,27,272,Night,Active,2025-07-18,82.55,19,No,2025-07-15
DC0002,Distribution Center 02,Cold Storage DC,South,Chennai,India,MGR0036,P00162,Ambient,21247,90636,81348,89.75,35,43,78,15.18,21,420,Morning,Active,2025-07-19,74.87,43,No,2025-07-07
DC0006,Distribution Center 06,Cold Storage DC,North,Chandigarh,India,MGR0095,P00116,Ambient,6124,24272,23418,96.48,26,1,80,8.43,24,309,Morning,Maintenance,2025-07-19,83.87,48,No,2025-07-03
DC0008,Distribution Center 08,Cold Storage DC,East,Bhubaneswar,India,MGR0037,P00013,Ambient,223,126566,69627,55.01,13,1,250,19.96,15,283,Morning,Active,2025-07-19,84.92,9,Yes,2025-07-08
DC0019,Distribution Center 19,Cross-Dock Center,West,Surat,India,MGR0097,P00143,Hazardous,21366,52522,47597,90.62,58,25,306,12.48,35,22,Evening,Active,2025-07-19,80.68,2,No,2025-06-29
DC0024,Distribution Center 24,Fulfillment Center,West,Mumbai,India,MGR0019,P00124,Cold,5217,62097,55208,88.91,65,12,314,16.54,22,64,Evening,Temporarily Closed,2025-07-19,89.72,37,No,2025-07-11
DC0005,Distribution Center 05,Fulfillment Center,Central,Bhopal,India,MGR0044,P00098,Ambient,12325,58215,38490,66.12,55,19,482,13.55,38,409,Evening,Active,2025-07-20,85.02,6,No,2025-07-15
DC0012,Distribution Center 12,Cold Storage DC,South,Hyderabad,India,MGR0058,P00172,Hazardous,10754,92343,31792,34.43,11,18,232,22.02,34,335,Night,Maintenance,2025-07-20,80.35,44,No,2025-06-27
DC0017,Distribution Center 17,Cold Storage DC,South,Kochi,India,MGR0100,P00022,Cold,14353,75231,45076,59.92,63,83,357,21.52,12,81,Evening,Active,2025-07-20,76.49,22,No,2025-06-20
DC0018,Distribution Center 18,Cross-Dock Center,East,Patna,India,MGR0027,P00249,Cold,12629,53429,52066,97.45,18,89,248,2.94,31,56,Night,Temporarily Closed,2025-07-20,80.59,22,No,2025-07-04
DC0020,Distribution Center 20,Cold Storage DC,Central,Raipur,India,MGR0007,P00183,Ambient,4162,39394,20380,51.73,20,17,458,10.08,6,185,Morning,Active,2025-07-20,95.03,32,No,2025-06-26
DC0026,Distribution Center 26,Regional DC,North,Chandigarh,India,MGR0068,P00098,Ambient,14225,79546,33837,42.54,33,83,315,13.18,45,351,Evening,Active,2025-07-20,87.74,1,No,2025-06-30
DC0026,Distribution Center 26,Cross-Dock Center,North,Chandigarh,India,MGR0047,P00218,Frozen,16154,107720,72173,67.0,55,97,10,10.92,46,170,Night,Maintenance,2025-07-20,80.62,46,No,2025-07-12
DC0029,Distribution Center 29,Regional DC,West,Pune,India,MGR0076,P00160,Ambient,7892,135016,88572,65.6,66,35,271,14.75,31,428,Morning,Temporarily Closed,2025-07-20,87.25,39,No,2025-07-17
DC0001,Distribution Center 01,Regional DC,North,Delhi,India,MGR0056,P00088,Ambient,4470,68266,48962,71.72,38,69,336,3.5,5,109,Evening,Active,2025-07-21,85.52,28,No,2025-07-09
DC0003,Distribution Center 03,Cross-Dock Center,East,Kolkata,India,MGR0023,P00128,Frozen,16557,28573,24227,84.79,33,17,100,22.02,4,401,Night,Active,2025-07-21,93.28,28,No,2025-07-05
DC0003,Distribution Center 03,Regional DC,East,Kolkata,India,MGR0098,P00136,Ambient,6223,107813,74058,68.69,33,16,68,11.89,33,406,Evening,Active,2025-07-21,93.52,44,No,2025-07-06
DC0006,Distribution Center 06,Cold Storage DC,North,Chandigarh,India,MGR0090,P00112,Cold,21188,107401,40412,37.63,23,39,479,17.19,8,441,Morning,Active,2025-07-21,95.51,10,No,2025-06-22
DC0011,Distribution Center 11,Fulfillment Center,North,Jaipur,India,MGR0035,P00189,Ambient,13015,56468,23338,41.33,24,96,276,22.87,46,112,Night,Active,2025-07-21,93.47,13,No,2025-06-28
DC0014,Distribution Center 14,Cross-Dock Center,West,Ahmedabad,India,MGR0092,P00066,Ambient,3637,108976,46712,42.86,32,54,252,10.39,20,70,Evening,Maintenance,2025-07-21,91.57,20,No,2025-07-18
DC0015,Distribution Center 15,Cross-Dock Center,Central,Indore,India,MGR0049,P00218,Ambient,7586,100084,53528,53.48,15,71,107,4.96,29,173,Night,Active,2025-07-21,76.51,14,No,2025-06-27
DC0019,Distribution Center 19,Fulfillment Center,West,Surat,India,MGR0086,P00233,Ambient,1467,21454,10242,47.74,62,74,100,2.54,25,150,Morning,Active,2025-07-21,84.68,35,No,2025-07-12
DC0002,Distribution Center 02,Fulfillment Center,South,Chennai,India,MGR0041,P00008,Ambient,14532,99899,31161,31.19,31,31,226,18.13,24,61,Morning,Temporarily Closed,2025-07-22,86.41,30,No,2025-07-15
DC0004,Distribution Center 04,Cold Storage DC,West,Mumbai,India,MGR0009,P00031,Ambient,2371,56830,20847,36.68,5,70,261,11.44,20,333,Night,Active,2025-07-22,96.71,25,No,2025-06-27
DC0008,Distribution Center 08,Regional DC,East,Bhubaneswar,India,MGR0002,P00002,Ambient,366,100017,90573,90.56,71,83,320,12.49,27,66,Evening,Active,2025-07-22,97.92,22,Yes,2025-07-19
DC0009,Distribution Center 09,Fulfillment Center,West,Pune,India,MGR0031,P00056,Frozen,5648,46954,13413,28.57,24,91,493,7.76,46,399,Night,Temporarily Closed,2025-07-22,86.33,12,No,2025-07-20
DC0016,Distribution Center 16,Cold Storage DC,North,Lucknow,India,MGR0093,P00016,Ambient,6375,87700,64212,73.22,57,95,111,13.13,7,182,Night,Temporarily Closed,2025-07-22,97.14,2,No,2025-07-18
DC0030,Distribution Center 30,Fulfillment Center,Central,Nagpur,India,MGR0018,P00012,Ambient,8906,65546,33158,50.59,71,69,348,16.91,19,134,Evening,Active,2025-07-22,75.03,25,No,2025-07-18
DC0030,Distribution Center 30,Cold Storage DC,Central,Nagpur,India,MGR0046,P00221,Ambient,23515,44670,39993,89.53,69,87,161,18.48,45,430,Night,Active,2025-07-22,72.49,14,No,2025-07-16
DC0005,Distribution Center 05,Cross-Dock Center,Central,Bhopal,India,MGR0003,P00226,Frozen,2150,44403,32190,72.5,62,21,311,13.44,13,267,Evening,Active,2025-07-23,79.95,24,No,2025-07-13
DC0006,Distribution Center 06,Cross-Dock Center,North,Chandigarh,India,MGR0064,P00143,Frozen,21140,62851,26477,42.13,27,44,493,15.89,30,418,Morning,Active,2025-07-23,73.69,6,No,2025-07-02
DC0008,Distribution Center 08,Regional DC,East,Bhubaneswar,India,MGR0030,P00105,Ambient,2538,25015,20302,81.16,39,12,268,10.77,20,108,Morning,Maintenance,2025-07-23,72.51,22,No,2025-07-16
DC0011,Distribution Center 11,Cross-Dock Center,North,Jaipur,India,MGR0079,P00240,Ambient,2082,23678,13201,55.75,64,93,291,8.74,37,190,Night,Active,2025-07-23,92.63,39,No,2025-06-29
DC0012,Distribution Center 12,Cross-Dock Center,South,Hyderabad,India,MGR0054,P00129,Ambient,14152,88775,37726,42.5,11,26,67,8.88,22,449,Evening,Maintenance,2025-07-23,79.76,11,No,2025-07-07
DC0016,Distribution Center 16,Regional DC,North,Lucknow,India,MGR0035,P00135,Ambient,11865,61765,34179,55.34,70,33,76,11.29,43,474,Evening,Maintenance,2025-07-23,83.75,49,No,2025-06-28
DC0018,Distribution Center 18,Fulfillment Center,East,Patna,India,MGR0098,P00219,Cold,11041,26353,19495,73.98,74,15,100,9.49,47,148,Night,Active,2025-07-23,85.78,28,No,2025-07-20
DC0024,Distribution Center 24,Cold Storage DC,West,Mumbai,India,MGR0073,P00045,Ambient,4442,138811,61399,44.23,0,32,443,10.8,20,413,Morning,Active,2025-07-23,88.79,39,No,2025-07-14
DC0025,Distribution Center 25,Cold Storage DC,Central,Bhopal,India,MGR0051,P00241,Ambient,15452,98496,81091,82.33,11,49,35,3.06,10,200,Night,Active,2025-07-23,73.72,31,No,2025-07-22
DC0002,Distribution Center 02,Cold Storage DC,South,Chennai,India,MGR0057,P00118,Ambient,19876,133899,93120,69.54,74,26,107,14.49,29,321,Morning,Temporarily Closed,2025-07-24,72.02,40,No,2025-07-19
DC0004,Distribution Center 04,Fulfillment Center,West,Mumbai,India,MGR0069,P00235,Frozen,22990,133412,66166,49.6,10,90,278,8.84,43,213,Night,Active,2025-07-24,73.65,16,No,2025-07-03
DC0004,Distribution Center 04,Cold Storage DC,West,Mumbai,India,MGR0092,P00250,Frozen,6027,133322,129081,96.82,48,46,381,10.06,10,40,Night,Temporarily Closed,2025-07-24,86.29,49,No,2025-06-29
DC0006,Distribution Center 06,Cold Storage DC,North,Chandigarh,India,MGR0037,P00170,Ambient,8072,43981,20569,46.77,24,43,139,21.58,15,481,Night,Temporarily Closed,2025-07-24,95.8,15,No,2025-06-25
DC0007,Distribution Center 07,Regional DC,South,Bengaluru,India,MGR0023,P00142,Ambient,4090,107489,89675,83.43,21,64,396,6.01,9,339,Night,Active,2025-07-24,89.15,21,No,2025-07-13
DC0009,Distribution Center 09,Fulfillment Center,West,Pune,India,MGR0056,P00053,Ambient,10853,57774,50125,86.76,27,18,461,11.33,48,310,Night,Active,2025-07-24,84.73,26,No,2025-07-07
DC0014,Distribution Center 14,Cold Storage DC,West,Ahmedabad,India,MGR0081,P00138,Ambient,22396,39820,32161,80.77,28,42,12,6.01,46,427,Morning,Temporarily Closed,2025-07-24,76.55,3,No,2025-07-17
DC0020,Distribution Center 20,Regional DC,Central,Raipur,India,MGR0021,P00073,Ambient,15268,58225,55597,95.49,61,51,192,15.6,12,364,Night,Temporarily Closed,2025-07-24,99.18,35,No,2025-07-03
DC0024,Distribution Center 24,Fulfillment Center,West,Mumbai,India,MGR0029,P00197,Ambient,13625,131348,62087,47.27,68,78,342,11.8,18,195,Morning,Temporarily Closed,2025-07-24,90.81,22,No,2025-07-21
DC0025,Distribution Center 25,Cross-Dock Center,Central,Bhopal,India,MGR0085,P00098,Hazardous,131,91518,42558,46.5,25,0,287,7.12,13,167,Evening,Active,2025-07-24,87.66,39,Yes,2025-07-07
DC0028,Distribution Center 28,Cross-Dock Center,East,Bhubaneswar,India,MGR0055,P00189,Hazardous,12765,96770,75245,77.76,0,75,186,23.87,33,494,Night,Maintenance,2025-07-24,99.06,17,No,2025-07-11
DC0029,Distribution Center 29,Cross-Dock Center,West,Pune,India,MGR0005,P00144,Cold,17821,146264,101923,69.68,54,72,128,21.0,23,132,Night,Active,2025-07-24,73.11,42,No,2025-07-06
DC0003,Distribution Center 03,Cold Storage DC,East,Kolkata,India,MGR0055,P00093,Ambient,8007,134561,88068,65.45,55,36,42,17.02,12,326,Evening,Active,2025-07-25,97.38,13,No,2025-06-28
DC0004,Distribution Center 04,Cold Storage DC,West,Mumbai,India,MGR0064,P00228,Ambient,6921,108733,63035,57.97,65,83,210,18.37,12,450,Morning,Active,2025-07-25,86.08,37,No,2025-07-19
DC0006,Distribution Center 06,Cross-Dock Center,North,Chandigarh,India,MGR0089,P00008,Frozen,2056,80209,65068,81.12,74,3,85,6.94,23,485,Morning,Active,2025-07-25,75.33,22,No,2025-07-05
DC0010,Distribution Center 10,Cross-Dock Center,Central,Nagpur,India,MGR0072,P00183,Ambient,2634,37631,12550,33.35,77,57,399,4.43,17,287,Morning,Active,2025-07-25,90.16,1,No,2025-07-05
DC0015,Distribution Center 15,Cold Storage DC,Central,Indore,India,MGR0066,P00010,Ambient,9862,126050,102668,81.45,19,32,171,11.22,27,279,Night,Temporarily Closed,2025-07-25,79.91,19,No,2025-07-17
DC0018,Distribution Center 18,Regional DC,East,Patna,India,MGR0045,P00109,Ambient,23008,112836,100352,88.94,70,65,368,8.08,7,181,Night,Active,2025-07-25,96.13,45,No,2025-07-25
DC0021,Distribution Center 21,Cold Storage DC,North,Delhi,India,MGR0097,P00009,Frozen,21575,28353,9069,31.99,4,86,255,8.48,11,160,Night,Active,2025-07-25,88.56,7,No,2025-06-25
DC0026,Distribution Center 26,Regional DC,North,Chandigarh,India,MGR0048,P00067,Ambient,22695,48606,18313,37.68,51,60,261,14.53,42,22,Night,Temporarily Closed,2025-07-25,96.42,19,No,2025-07-23
DC0026,Distribution Center 26,Cold Storage DC,North,Chandigarh,India,MGR0044,P00176,Ambient,6282,121191,58091,47.93,12,56,225,20.39,39,292,Morning,Active,2025-07-25,79.78,6,No,2025-07-14
DC0026,Distribution Center 26,Fulfillment Center,North,Chandigarh,India,MGR0057,P00235,Ambient,13079,102621,40030,39.01,65,18,383,15.13,28,391,Morning,Active,2025-07-25,81.61,7,No,2025-07-10
DC0029,Distribution Center 29,Cross-Dock Center,West,Pune,India,MGR0068,P00006,Ambient,139,86067,66137,76.84,41,37,103,14.93,27,387,Evening,Temporarily Closed,2025-07-25,99.45,8,Yes,2025-07-17
DC0030,Distribution Center 30,Cross-Dock Center,Central,Nagpur,India,MGR0051,P00214,Frozen,5791,100676,52138,51.79,15,4,458,10.55,19,30,Morning,Active,2025-07-25,88.93,22,No,2025-06-29
DC0003,Distribution Center 03,Cross-Dock Center,East,Kolkata,India,MGR0039,P00143,Ambient,15913,66824,42306,63.31,56,39,123,6.54,46,255,Morning,Active,2025-07-26,85.88,1,No,2025-07-12
DC0004,Distribution Center 04,Regional DC,West,Mumbai,India,MGR0027,P00199,Ambient,6549,147430,93377,63.34,40,99,187,21.5,19,442,Morning,Active,2025-07-26,92.7,14,No,2025-06-29
DC0017,Distribution Center 17,Regional DC,South,Kochi,India,MGR0017,P00180,Cold,21544,125956,114597,90.98,45,50,299,9.87,15,446,Evening,Active,2025-07-26,78.98,48,No,2025-06-30
